method,timestep,n,snr_mean_db,snr_std_db,snr_ci95_db,psnr_mean_db,psnr_std_db,psnr_ci95_db,lpips_mean,lpips_std,lpips_ci95
ddpm,800,50000,1.352546435281833,2.342110688621892,0.02052950534550258,7.082843559837356,0.7732212670681686,0.006777583234066743,0.451436316308378,0.08993985204044043,0.000788357562350896
ddpm,900,50000,1.3060607542863127,2.343778672071545,0.020544125865067358,7.036357879095069,0.7873298836590005,0.006901250711067822,0.45275973763704447,0.0906232669916307,0.0007943479585186845
ddpm,1000,50000,1.2856262807884165,2.344603314109899,0.020551354171234423,7.015923405647271,0.7946478449868191,0.0069653954702918325,0.45288595549941113,0.09011079933775717,0.0007898559814781868
iso,0,50000,74.1826691515354,2.397786088539293,0.02101752174275058,80.0,0.0,0.0,0.0,0.0,0.0
iso,10,50000,26.76566175890438,2.5082052739981027,0.02198538857719831,32.5829946975706,0.3150356739211945,0.002761409434322975,0.0017822530516309865,0.0028959860018909177,2.538443652349443e-05
iso,20,50000,22.30120027589315,2.522140177507236,0.022107533391903095,28.118533199729924,0.3486176976001559,0.003055768850374182,0.006280128600368037,0.008903889908305738,7.804603614865231e-05
iso,30,50000,19.44929892403853,2.522404109777379,0.02210984686025328,25.26663185157779,0.36324858817740424,0.0031840142607103693,0.013632512782912224,0.016454202529701124,0.00014422744425808602
iso,40,50000,17.3459194499092,2.5192780510477824,0.022082445747354823,23.163252388229424,0.3697741522777718,0.003241213351996589,0.02357856410326443,0.024784779318070813,0.00021724816934114591
iso,50,50000,15.6835619765043,2.5129709912143343,0.022027161930413888,21.500894904594446,0.37107898641013587,0.003252650727448355,0.03551545561586977,0.03309440309819294,0.00029008523320916914
iso,60,50000,14.313790453728139,2.506274852541842,0.021968467687080735,20.13112337791449,0.36947910169059955,0.003238627119571293,0.048833667424963714,0.04083055163401397,0.00035789556492888384
iso,70,50000,13.15325808663711,2.499400579326083,0.02190821202563187,18.97059101505282,0.36529241216217323,0.0032019291678172016,0.0631507250244262,0.047838802314741795,0.00041932559063671284
iso,80,50000,12.15104196512539,2.4914045471638055,0.02183812371348857,17.96837488571166,0.35782695270987486,0.0031364915305282606,0.07812048382556985,0.05412717269485437,0.00047444558729621425
iso,90,50000,11.272448392590276,2.4838935274316905,0.021772286722739273,17.089781313018847,0.3477778973699642,0.003048407676797446,0.09347042907748337,0.05977849209343527,0.0005239815859003514
iso,100,50000,10.493351021282049,2.47625269223141,0.021705311849241488,16.31068394569393,0.33465559427099084,0.002933385618734857,0.1090129031804759,0.06470037253577644,0.0005671237701454617
iso,200,50000,5.7591226133967695,2.3966577298961402,0.02100763124316455,11.576455541820536,0.1290351616880361,0.001131043060646731,0.25386735735259947,0.08567823540366895,0.000751002845534945
iso,300,50000,3.626237141241103,2.3580075538224268,0.020668847512675365,9.443570066947942,0.27618902020871333,0.0024209035013969247,0.3536037695376577,0.08538529737523129,0.0007484351305034019
iso,400,50000,2.5379998208593744,2.352288134187847,0.020618714589183882,8.355332748136505,0.47578904168946234,0.004170474829455107,0.4099607859879729,0.08563681480687207,0.0007506397779961278
iso,500,50000,1.943140295976217,2.358635633126981,0.020674352870514723,7.760473220157596,0.611952669541326,0.00536400165097893,0.4390527495689678,0.08742067798015526,0.0007662760281227651
iso,600,50000,1.6128978405304815,2.368920552303336,0.020764504161926694,7.430230762214682,0.7000267412367288,0.006136004927534085,0.45313758286118533,0.08897786172357974,0.0007799253454414836
iso,700,50000,1.4326893848295428,2.3765267339927267,0.020831175284008924,7.250022311592106,0.7545774759966452,0.00661416320002536,0.4592968493887777,0.0898998553145079,0.0007880069755904909
iso,800,50000,1.3384216858827562,2.381605503861478,0.020875692664709858,7.155754608745566,0.7847482984188769,0.006878622118728246,0.46209848053634317,0.09018462579050283,0.0007905030988683446
iso,900,50000,1.2903282461385168,2.383545774660295,0.020892699888121435,7.107661168556204,0.7985455288029173,0.00699956017528481,0.46342213405758187,0.09063605178941556,0.0007944600222122327
iso,1000,50000,1.256656259141854,2.3843024286867145,0.020899332253088446,7.073989183130279,0.8032810727474514,0.00704106904811284,0.4636451833966361,0.09014118653948922,0.0007901223370451648
